customer_id,age,gender,location,professional_status,product_category,product_type,use_case,saas_driver,sale_date,units_sold
CUST-0108,39,Non-binary,Providence RI,Clinical Administrator,Tablet,Tab Studio,Remote Diagnosis,DataViz Suite,5/5/2024,1
CUST-0265,35,Female,Worcester MA,Clinical Administrator,Tablet,Tab Studio,Creative Workflow,DesignHub SaaS,5/5/2024,1
CUST-0285,50,Male,Springfield MA,IT & Technology Staff,Peripheral,Charging Dock,Fleet Management,FleetCharge Pro,5/5/2024,2
CUST-0322,43,Male,Springfield MA,Clinical Administrator,Smart Watch,Pulse Elite,Fitness Tracking,FitCore SaaS,5/5/2024,1
CUST-0138,30,Male,Worcester MA,IT & Technology Staff,Peripheral,BioSensor Band,Vitals Streaming,BioStream API,5/5/2024,1
CUST-0398,73,Male,Springfield MA,Patient / Consumer,Peripheral,Wireless Hub,Data Aggregation,MeshConnect SaaS,5/6/2024,1
CUST-0273,29,Female,Hartford CT,Student / Academic,Tablet,Tab Compact,Patient Intake,FieldOps SaaS,5/6/2024,1
CUST-0243,47,Female,Manchester NH,Healthcare Professional,Smart Watch,Pulse Elite,Health Monitoring,FitCore SaaS,5/6/2024,2
CUST-0015,18,Female,Manchester NH,Student / Academic,Peripheral,Keyboard Fold,Administrative Tasks,TeleSetup Pro,5/6/2024,3
CUST-0283,77,Male,Hartford CT,Patient / Consumer,Tablet,Tab Compact,Field Data Entry,InvTrack Pro,5/6/2024,2
CUST-0039,30,Male,Burlington VT,Practice Manager,Smart Watch,Pulse Sport,Sleep Analysis,WellnessCloud,5/6/2024,1
CUST-0134,40,Male,Manchester NH,Research Scientist,Tablet,Tab Pro 12,Patient Education,EduHealth SaaS,5/6/2024,2
CUST-0333,53,Male,Worcester MA,Patient / Consumer,Smart Watch,Pulse Elite,Fitness Tracking,FitCore SaaS,5/6/2024,1
CUST-0382,21,Female,Manchester NH,Student / Academic,Tablet,Tab Compact,Patient Intake,FieldOps SaaS,5/6/2024,4
CUST-0025,26,Male,Portland ME,Field Technician,Smart Watch,Pulse Sport,Fitness Tracking,FitCore SaaS,5/6/2024,4
CUST-0298,25,Female,Hartford CT,Student / Academic,Tablet,Tab Studio,Creative Workflow,DiagnosticAI,5/6/2024,2
CUST-0145,25,Male,Portland ME,Student / Academic,Peripheral,Stylus Pro,Clinical Note-taking,SignFlow,5/7/2024,2
CUST-0112,23,Male,Portland ME,Student / Academic,Peripheral,Keyboard Fold,Telehealth Setup,AdminFlow SaaS,5/7/2024,1
CUST-0227,53,Male,Providence RI,Patient / Consumer,Tablet,Tab Pro 12,Patient Education,TeleDoc Platform,5/7/2024,1
CUST-0374,46,Female,Hartford CT,Clinical Administrator,Tablet,Tab Pro 12,Patient Education,ClinicalOS,5/7/2024,2
CUST-0307,38,Prefer not to say,Manchester NH,Field Technician,Tablet,Tab Compact,Field Data Entry,InvTrack Pro,5/7/2024,3
CUST-0009,44,Male,Concord NH,Patient / Consumer,Peripheral,Keyboard Fold,Telehealth Setup,AdminFlow SaaS,5/7/2024,4
CUST-0230,62,Female,Providence RI,Patient / Consumer,Tablet,Tab Pro 12,Patient Education,ClinicalOS,5/7/2024,2
CUST-0236,50,Male,Boston MA,Practice Manager,Peripheral,Stylus Pro,E-Signature,SignFlow,5/7/2024,2
CUST-0334,27,Male,Bridgeport CT,IT & Technology Staff,Peripheral,Wireless Hub,Device Pairing,ClinicHub Pro,5/7/2024,2
CUST-0053,37,Male,Portland ME,Practice Manager,Tablet,Tab Pro 12,Patient Education,ClinicalOS,5/8/2024,1
CUST-0378,54,Female,Boston MA,Patient / Consumer,Peripheral,BioSensor Band,Remote Monitoring,VitalsNet SaaS,5/8/2024,4
CUST-0072,45,Male,Hartford CT,IT & Technology Staff,Peripheral,Charging Dock,Fleet Management,PowerDesk SaaS,5/8/2024,1
CUST-0039,30,Male,Burlington VT,Practice Manager,Peripheral,Charging Dock,Clinical Stations,FleetCharge Pro,5/8/2024,1
CUST-0417,76,Female,Springfield MA,Patient / Consumer,Smart Watch,Pulse Sport,Activity Logging,WellnessCloud,5/8/2024,3
CUST-0074,45,Male,Worcester MA,IT & Technology Staff,Peripheral,Charging Dock,Fleet Management,PowerDesk SaaS,5/8/2024,4
CUST-0227,53,Male,Providence RI,Patient / Consumer,Smart Watch,Pulse Elite,Remote Patient Check-in,HealthSync Pro,5/8/2024,1
CUST-0090,49,Male,Manchester NH,Practice Manager,Smart Watch,Pulse Sport,Fitness Tracking,WellnessCloud,5/8/2024,1
CUST-0233,24,Male,Boston MA,Student / Academic,Tablet,Tab Pro 12,Patient Education,TeleDoc Platform,5/8/2024,3
CUST-0060,40,Female,Springfield MA,IT & Technology Staff,Peripheral,Charging Dock,Multi-Device Charging,FleetCharge Pro,5/8/2024,1
CUST-0400,47,Female,Concord NH,Research Scientist,Tablet,Tab Studio,Remote Diagnosis,DataViz Suite,5/8/2024,2
CUST-0211,47,Female,Portland ME,Healthcare Professional,Smart Watch,Pulse Elite,Health Monitoring,HealthSync Pro,5/8/2024,1
CUST-0046,31,Male,Hartford CT,Clinical Administrator,Peripheral,Charging Dock,Fleet Management,PowerDesk SaaS,5/9/2024,4
CUST-0342,44,Male,Manchester NH,Healthcare Professional,Peripheral,Keyboard Fold,Telehealth Setup,AdminFlow SaaS,5/9/2024,3
CUST-0138,30,Male,Worcester MA,IT & Technology Staff,Tablet,Tab Studio,Creative Workflow,DiagnosticAI,5/9/2024,3
CUST-0255,27,Male,Hartford CT,Patient / Consumer,Smart Watch,Pulse Sport,Fitness Tracking,FitCore SaaS,5/9/2024,1
CUST-0324,62,Prefer not to say,Worcester MA,Healthcare Professional,Smart Watch,Pulse Elite,Health Monitoring,HealthSync Pro,5/9/2024,1
CUST-0262,43,Female,Hartford CT,Practice Manager,Peripheral,Wireless Hub,Device Pairing,ClinicHub Pro,5/9/2024,4
CUST-0035,65,Prefer not to say,Boston MA,Patient / Consumer,Peripheral,Charging Dock,Clinical Stations,PowerDesk SaaS,5/9/2024,4
CUST-0018,32,Male,Concord NH,Field Technician,Smart Watch,Pulse Sport,Sleep Analysis,WellnessCloud,5/9/2024,1
CUST-0059,57,Female,Portland ME,Patient / Consumer,Peripheral,Privacy Shield,Secure Display,ComplianceGuard,5/10/2024,1
CUST-0003,43,Female,Boston MA,Clinical Administrator,Smart Watch,Pulse Elite,Fitness Tracking,HealthSync Pro,5/10/2024,1
CUST-0252,44,Female,Burlington VT,Research Scientist,Peripheral,Charging Dock,Clinical Stations,PowerDesk SaaS,5/10/2024,4
CUST-0177,42,Male,Worcester MA,Healthcare Professional,Smart Watch,Pulse Sport,Fitness Tracking,FitCore SaaS,5/10/2024,1
CUST-0185,39,Female,Portland ME,Healthcare Professional,Smart Watch,Pulse Elite,Health Monitoring,FitCore SaaS,5/10/2024,2
CUST-0311,31,Male,Worcester MA,IT & Technology Staff,Peripheral,BioSensor Band,Vitals Streaming,VitalsNet SaaS,5/10/2024,4
CUST-0285,50,Male,Springfield MA,IT & Technology Staff,Peripheral,Privacy Shield,Secure Display,ComplianceGuard,5/10/2024,4
CUST-0282,50,Non-binary,Burlington VT,Practice Manager,Smart Watch,Pulse Sport,Fitness Tracking,FitCore SaaS,5/10/2024,1
CUST-0412,24,Female,Boston MA,IT & Technology Staff,Tablet,Tab Studio,Remote Diagnosis,DataViz Suite,5/10/2024,2
CUST-0034,22,Female,Hartford CT,Field Technician,Peripheral,Charging Dock,Fleet Management,FleetCharge Pro,5/10/2024,5
CUST-0114,47,Prefer not to say,Providence RI,Field Technician,Smart Watch,Pulse Sport,Fitness Tracking,WellnessCloud,5/10/2024,1
CUST-0388,43,Male,Hartford CT,Field Technician,Tablet,Tab Compact,Inventory Management,FieldOps SaaS,5/11/2024,1
CUST-0046,31,Male,Hartford CT,Clinical Administrator,Tablet,Tab Compact,Inventory Management,InvTrack Pro,5/11/2024,3
CUST-0404,42,Male,Burlington VT,Healthcare Professional,Smart Watch,Pulse Elite,Remote Patient Check-in,HealthSync Pro,5/11/2024,2
CUST-0170,24,Female,Concord NH,Field Technician,Peripheral,Privacy Shield,Screen Privacy,SecureView SaaS,5/12/2024,2
CUST-0032,54,Male,Providence RI,Clinical Administrator,Peripheral,Charging Dock,Fleet Management,FleetCharge Pro,5/12/2024,6
CUST-0199,42,Female,Hartford CT,Healthcare Professional,Tablet,Tab Pro 12,Patient Education,ClinicalOS,5/13/2024,1
CUST-0041,63,Female,Bridgeport CT,Patient / Consumer,Tablet,Tab Compact,Field Data Entry,IntakeFlow,5/13/2024,1
CUST-0007,77,Female,Boston MA,Patient / Consumer,Peripheral,Stylus Pro,E-Signature,NoteStream SaaS,5/13/2024,2
CUST-0068,68,Female,Manchester NH,Patient / Consumer,Smart Watch,Pulse Elite,Remote Patient Check-in,FitCore SaaS,5/13/2024,1
CUST-0381,35,Male,Manchester NH,Practice Manager,Peripheral,Keyboard Fold,Remote Input,AdminFlow SaaS,5/13/2024,1
CUST-0061,39,Male,Hartford CT,Practice Manager,Tablet,Tab Pro 12,Telehealth Consult,TeleDoc Platform,5/13/2024,4
CUST-0107,43,Female,Manchester NH,Field Technician,Tablet,Tab Pro 12,Clinical Documentation,TeleDoc Platform,5/13/2024,2
CUST-0367,25,Female,Springfield MA,Student / Academic,Peripheral,Charging Dock,Clinical Stations,PowerDesk SaaS,5/13/2024,2
CUST-0168,43,Male,Springfield MA,Field Technician,Peripheral,Keyboard Fold,Remote Input,AdminFlow SaaS,5/13/2024,5
CUST-0393,26,Male,Concord NH,Clinical Administrator,Peripheral,Privacy Shield,Screen Privacy,ComplianceGuard,5/13/2024,6
CUST-0080,22,Female,Bridgeport CT,Healthcare Professional,Smart Watch,Pulse Elite,Remote Patient Check-in,FitCore SaaS,5/13/2024,1
CUST-0213,53,Female,Portland ME,Practice Manager,Peripheral,Wireless Hub,Clinic Network,MeshConnect SaaS,5/14/2024,3
CUST-0235,57,Female,Worcester MA,Clinical Administrator,Peripheral,Wireless Hub,Device Pairing,ClinicHub Pro,5/14/2024,3
CUST-0071,45,Prefer not to say,Portland ME,Healthcare Professional,Tablet,Tab Pro 12,Patient Education,EduHealth SaaS,5/14/2024,1
CUST-0083,51,Female,Portland ME,Clinical Administrator,Smart Watch,Pulse Sport,Activity Logging,FitCore SaaS,5/14/2024,1
CUST-0240,43,Female,Worcester MA,Research Scientist,Tablet,Tab Compact,Field Data Entry,InvTrack Pro,5/14/2024,1
CUST-0028,36,Male,Portland ME,IT & Technology Staff,Tablet,Tab Pro 12,Clinical Documentation,TeleDoc Platform,5/15/2024,1
CUST-0296,25,Male,Providence RI,Field Technician,Tablet,Tab Compact,Inventory Management,InvTrack Pro,5/15/2024,3
CUST-0106,36,Female,Bridgeport CT,IT & Technology Staff,Tablet,Tab Pro 12,Telehealth Consult,EduHealth SaaS,5/15/2024,1
CUST-0097,44,Female,Bridgeport CT,Healthcare Professional,Peripheral,Stylus Pro,Digital Annotation,NoteStream SaaS,5/15/2024,2
CUST-0237,18,Male,Springfield MA,IT & Technology Staff,Peripheral,Wireless Hub,Data Aggregation,MeshConnect SaaS,5/15/2024,2
CUST-0109,44,Female,Springfield MA,Healthcare Professional,Peripheral,Stylus Pro,Digital Annotation,SignFlow,5/15/2024,4
CUST-0402,30,Female,Bridgeport CT,Research Scientist,Tablet,Tab Pro 12,Clinical Documentation,EduHealth SaaS,5/16/2024,1
CUST-0231,36,Male,Boston MA,Practice Manager,Tablet,Tab Pro 12,Clinical Documentation,TeleDoc Platform,5/16/2024,1
CUST-0064,32,Female,Boston MA,Practice Manager,Peripheral,Keyboard Fold,Telehealth Setup,AdminFlow SaaS,5/16/2024,2
CUST-0206,27,Female,Springfield MA,Research Scientist,Peripheral,BioSensor Band,Continuous Glucose Monitor,BioStream API,5/16/2024,4
CUST-0049,35,Male,Springfield MA,IT & Technology Staff,Peripheral,Wireless Hub,Data Aggregation,MeshConnect SaaS,5/16/2024,3
CUST-0087,28,Non-binary,Portland ME,Student / Academic,Peripheral,Keyboard Fold,Administrative Tasks,TeleSetup Pro,5/16/2024,1
CUST-0065,45,Male,Concord NH,Clinical Administrator,Peripheral,Privacy Shield,Secure Display,SecureView SaaS,5/16/2024,1
CUST-0285,50,Male,Springfield MA,IT & Technology Staff,Peripheral,Charging Dock,Fleet Management,FleetCharge Pro,5/16/2024,3
CUST-0169,39,Female,Springfield MA,Healthcare Professional,Smart Watch,Pulse Elite,Health Monitoring,HealthSync Pro,5/16/2024,1
CUST-0287,28,Male,Bridgeport CT,Field Technician,Tablet,Tab Pro 12,Telehealth Consult,TeleDoc Platform,5/17/2024,2
CUST-0229,27,Male,Boston MA,IT & Technology Staff,Smart Watch,Pulse Elite,Remote Patient Check-in,HealthSync Pro,5/17/2024,2
CUST-0003,43,Female,Boston MA,Clinical Administrator,Peripheral,BioSensor Band,Continuous Glucose Monitor,BioStream API,5/17/2024,4
CUST-0253,49,Male,Providence RI,IT & Technology Staff,Tablet,Tab Compact,Field Data Entry,FieldOps SaaS,5/17/2024,1
CUST-0250,41,Female,Burlington VT,Clinical Administrator,Smart Watch,Pulse Sport,Sleep Analysis,WellnessCloud,5/17/2024,4
CUST-0003,43,Female,Boston MA,Clinical Administrator,Tablet,Tab Pro 12,Patient Education,TeleDoc Platform,5/17/2024,3
CUST-0420,42,Male,Burlington VT,Healthcare Professional,Peripheral,Stylus Pro,Clinical Note-taking,SignFlow,5/17/2024,4
CUST-0105,31,Female,Burlington VT,IT & Technology Staff,Peripheral,Charging Dock,Clinical Stations,PowerDesk SaaS,5/17/2024,5
CUST-0006,28,Male,Springfield MA,Field Technician,Peripheral,Privacy Shield,Screen Privacy,ComplianceGuard,5/17/2024,1
CUST-0414,56,Female,Worcester MA,Practice Manager,Smart Watch,Pulse Sport,Activity Logging,FitCore SaaS,5/17/2024,1
CUST-0144,39,Male,Springfield MA,Clinical Administrator,Tablet,Tab Studio,Data Visualisation,DiagnosticAI,5/17/2024,3
CUST-0150,38,Female,Worcester MA,Research Scientist,Peripheral,BioSensor Band,Vitals Streaming,VitalsNet SaaS,5/17/2024,1
CUST-0270,54,Male,Worcester MA,Patient / Consumer,Tablet,Tab Studio,Creative Workflow,DataViz Suite,5/18/2024,1
CUST-0311,31,Male,Worcester MA,IT & Technology Staff,Peripheral,Wireless Hub,Device Pairing,MeshConnect SaaS,5/18/2024,1
CUST-0125,34,Female,Bridgeport CT,Field Technician,Peripheral,Keyboard Fold,Remote Input,TeleSetup Pro,5/18/2024,4
CUST-0388,43,Male,Hartford CT,Field Technician,Tablet,Tab Pro 12,Clinical Documentation,TeleDoc Platform,5/19/2024,1
CUST-0079,42,Female,Boston MA,Healthcare Professional,Peripheral,Keyboard Fold,Telehealth Setup,AdminFlow SaaS,5/19/2024,3
CUST-0157,43,Female,Bridgeport CT,Field Technician,Peripheral,Stylus Pro,E-Signature,NoteStream SaaS,5/19/2024,1
CUST-0264,22,Female,Hartford CT,Field Technician,Peripheral,Wireless Hub,Device Pairing,MeshConnect SaaS,5/20/2024,5
CUST-0372,26,Male,Burlington VT,Student / Academic,Peripheral,Stylus Pro,Clinical Note-taking,SignFlow,5/20/2024,4
CUST-0278,30,Female,Burlington VT,Research Scientist,Smart Watch,Pulse Elite,Health Monitoring,FitCore SaaS,5/20/2024,1
CUST-0149,49,Male,Springfield MA,Practice Manager,Peripheral,Charging Dock,Clinical Stations,FleetCharge Pro,5/20/2024,1
CUST-0256,44,Female,Burlington VT,Patient / Consumer,Smart Watch,Pulse Sport,Activity Logging,FitCore SaaS,5/20/2024,1
CUST-0064,32,Female,Boston MA,Practice Manager,Tablet,Tab Pro 12,Clinical Documentation,ClinicalOS,5/20/2024,5
CUST-0304,34,Non-binary,Hartford CT,Field Technician,Tablet,Tab Studio,Creative Workflow,DataViz Suite,5/20/2024,1
CUST-0226,69,Prefer not to say,Portland ME,Patient / Consumer,Tablet,Tab Pro 12,Patient Education,ClinicalOS,5/21/2024,1
CUST-0344,26,Female,Concord NH,Field Technician,Peripheral,BioSensor Band,Remote Monitoring,VitalsNet SaaS,5/21/2024,1
CUST-0220,24,Male,Hartford CT,Student / Academic,Smart Watch,Pulse Sport,Activity Logging,WellnessCloud,5/21/2024,2
CUST-0192,50,Non-binary,Springfield MA,Healthcare Professional,Peripheral,Wireless Hub,Device Pairing,ClinicHub Pro,5/21/2024,1
CUST-0381,35,Male,Manchester NH,Practice Manager,Tablet,Tab Pro 12,Clinical Documentation,TeleDoc Platform,5/21/2024,3
CUST-0409,30,Male,Concord NH,Field Technician,Peripheral,Stylus Pro,E-Signature,NoteStream SaaS,5/21/2024,2
CUST-0159,32,Male,Portland ME,Practice Manager,Tablet,Tab Pro 12,Telehealth Consult,ClinicalOS,5/22/2024,1
CUST-0200,27,Male,Concord NH,Clinical Administrator,Smart Watch,Pulse Elite,Fitness Tracking,HealthSync Pro,5/22/2024,1
CUST-0354,28,Female,Providence RI,Field Technician,Smart Watch,Pulse Sport,Activity Logging,WellnessCloud,5/22/2024,1
CUST-0192,50,Non-binary,Springfield MA,Healthcare Professional,Peripheral,BioSensor Band,Vitals Streaming,VitalsNet SaaS,5/22/2024,5
CUST-0162,51,Male,Burlington VT,Practice Manager,Tablet,Tab Studio,Data Visualisation,DesignHub SaaS,5/22/2024,1
CUST-0188,37,Female,Portland ME,Clinical Administrator,Peripheral,Stylus Pro,E-Signature,SignFlow,5/22/2024,3
CUST-0046,31,Male,Hartford CT,Clinical Administrator,Tablet,Tab Studio,Creative Workflow,DataViz Suite,5/22/2024,3
CUST-0074,45,Male,Worcester MA,IT & Technology Staff,Tablet,Tab Compact,Patient Intake,InvTrack Pro,5/22/2024,1
CUST-0337,38,Female,Concord NH,Patient / Consumer,Peripheral,Privacy Shield,Secure Display,ComplianceGuard,5/22/2024,1
CUST-0343,46,Male,Burlington VT,Practice Manager,Peripheral,Charging Dock,Multi-Device Charging,PowerDesk SaaS,5/23/2024,3
CUST-0226,69,Prefer not to say,Portland ME,Patient / Consumer,Peripheral,BioSensor Band,Continuous Glucose Monitor,VitalsNet SaaS,5/23/2024,2
CUST-0251,24,Male,Bridgeport CT,Research Scientist,Peripheral,Stylus Pro,E-Signature,SignFlow,5/23/2024,3
CUST-0014,20,Female,Springfield MA,Clinical Administrator,Peripheral,Privacy Shield,HIPAA Compliance,ComplianceGuard,5/23/2024,3
CUST-0244,43,Female,Burlington VT,Research Scientist,Tablet,Tab Studio,Data Visualisation,DiagnosticAI,5/24/2024,1
CUST-0120,42,Male,Hartford CT,Research Scientist,Peripheral,Privacy Shield,HIPAA Compliance,ComplianceGuard,5/24/2024,4
CUST-0114,47,Prefer not to say,Providence RI,Field Technician,Peripheral,Stylus Pro,Digital Annotation,NoteStream SaaS,5/24/2024,2
CUST-0043,40,Female,Hartford CT,Healthcare Professional,Smart Watch,Pulse Sport,Fitness Tracking,FitCore SaaS,5/24/2024,2
CUST-0206,27,Female,Springfield MA,Research Scientist,Peripheral,BioSensor Band,Continuous Glucose Monitor,BioStream API,5/25/2024,2
CUST-0246,34,Male,Worcester MA,Clinical Administrator,Smart Watch,Pulse Elite,Health Monitoring,HealthSync Pro,5/25/2024,1
CUST-0031,37,Male,Boston MA,Practice Manager,Smart Watch,Pulse Elite,Remote Patient Check-in,FitCore SaaS,5/25/2024,1
CUST-0056,46,Female,Boston MA,Clinical Administrator,Peripheral,Keyboard Fold,Telehealth Setup,AdminFlow SaaS,5/25/2024,1
CUST-0394,47,Female,Springfield MA,IT & Technology Staff,Peripheral,Wireless Hub,Data Aggregation,ClinicHub Pro,5/25/2024,2
CUST-0314,52,Non-binary,Providence RI,Practice Manager,Tablet,Tab Compact,Inventory Management,IntakeFlow,5/25/2024,1
CUST-0392,42,Male,Manchester NH,Clinical Administrator,Peripheral,Charging Dock,Clinical Stations,FleetCharge Pro,5/26/2024,3
CUST-0282,50,Non-binary,Burlington VT,Practice Manager,Smart Watch,Pulse Elite,Fitness Tracking,FitCore SaaS,5/26/2024,1
CUST-0298,25,Female,Hartford CT,Student / Academic,Peripheral,Stylus Pro,E-Signature,SignFlow,5/27/2024,1
CUST-0243,47,Female,Manchester NH,Healthcare Professional,Smart Watch,Pulse Elite,Remote Patient Check-in,FitCore SaaS,5/27/2024,1
CUST-0197,33,Male,Worcester MA,Healthcare Professional,Peripheral,Stylus Pro,E-Signature,SignFlow,5/27/2024,4
CUST-0201,47,Female,Worcester MA,Practice Manager,Tablet,Tab Compact,Patient Intake,InvTrack Pro,5/27/2024,1
CUST-0221,80,Male,Portland ME,Patient / Consumer,Smart Watch,Pulse Sport,Sleep Analysis,WellnessCloud,5/27/2024,1
CUST-0300,48,Female,Worcester MA,Healthcare Professional,Tablet,Tab Pro 12,Telehealth Consult,ClinicalOS,5/27/2024,3
CUST-0026,24,Male,Hartford CT,Student / Academic,Peripheral,Stylus Pro,E-Signature,SignFlow,5/27/2024,2
CUST-0197,33,Male,Worcester MA,Healthcare Professional,Tablet,Tab Studio,Creative Workflow,DataViz Suite,5/27/2024,3
CUST-0384,21,Male,Springfield MA,Student / Academic,Tablet,Tab Pro 12,Telehealth Consult,ClinicalOS,5/27/2024,1
CUST-0104,39,Male,Concord NH,Patient / Consumer,Peripheral,BioSensor Band,Continuous Glucose Monitor,BioStream API,5/27/2024,1
CUST-0176,50,Non-binary,Springfield MA,Healthcare Professional,Peripheral,Stylus Pro,Clinical Note-taking,SignFlow,5/28/2024,5
CUST-0143,21,Female,Providence RI,Research Scientist,Smart Watch,Pulse Elite,Remote Patient Check-in,FitCore SaaS,5/28/2024,3
CUST-0046,31,Male,Hartford CT,Clinical Administrator,Smart Watch,Pulse Sport,Fitness Tracking,FitCore SaaS,5/28/2024,1
CUST-0073,35,Female,Boston MA,Research Scientist,Peripheral,Keyboard Fold,Remote Input,AdminFlow SaaS,5/28/2024,4
CUST-0272,29,Male,Portland ME,Practice Manager,Tablet,Tab Pro 12,Telehealth Consult,ClinicalOS,5/28/2024,2
CUST-0378,54,Female,Boston MA,Patient / Consumer,Smart Watch,Pulse Elite,Remote Patient Check-in,FitCore SaaS,5/28/2024,1
CUST-0317,50,Non-binary,Bridgeport CT,Practice Manager,Smart Watch,Pulse Sport,Fitness Tracking,FitCore SaaS,5/29/2024,1
CUST-0116,32,Male,Concord NH,Field Technician,Tablet,Tab Studio,Remote Diagnosis,DataViz Suite,5/29/2024,3
CUST-0285,50,Male,Springfield MA,IT & Technology Staff,Peripheral,Charging Dock,Clinical Stations,FleetCharge Pro,5/30/2024,1
CUST-0386,31,Male,Manchester NH,Field Technician,Peripheral,Stylus Pro,E-Signature,SignFlow,5/30/2024,2
CUST-0396,21,Female,Worcester MA,Student / Academic,Peripheral,Stylus Pro,E-Signature,SignFlow,5/30/2024,2
CUST-0197,33,Male,Worcester MA,Healthcare Professional,Tablet,Tab Compact,Inventory Management,FieldOps SaaS,5/30/2024,1
CUST-0330,43,Non-binary,Boston MA,Clinical Administrator,Tablet,Tab Studio,Remote Diagnosis,DesignHub SaaS,5/30/2024,1
CUST-0409,30,Male,Concord NH,Field Technician,Peripheral,BioSensor Band,Continuous Glucose Monitor,VitalsNet SaaS,5/30/2024,2
CUST-0419,53,Male,Springfield MA,Healthcare Professional,Tablet,Tab Pro 12,Clinical Documentation,TeleDoc Platform,5/30/2024,4
CUST-0364,39,Prefer not to say,Springfield MA,Research Scientist,Smart Watch,Pulse Sport,Fitness Tracking,FitCore SaaS,5/30/2024,1
CUST-0321,36,Prefer not to say,Hartford CT,Research Scientist,Peripheral,Stylus Pro,E-Signature,SignFlow,5/31/2024,1
CUST-0062,28,Male,Manchester NH,Field Technician,Peripheral,Privacy Shield,Secure Display,ComplianceGuard,5/31/2024,7
CUST-0088,25,Male,Worcester MA,Student / Academic,Peripheral,Keyboard Fold,Administrative Tasks,TeleSetup Pro,5/31/2024,3
CUST-0356,22,Non-binary,Burlington VT,Field Technician,Smart Watch,Pulse Sport,Fitness Tracking,FitCore SaaS,5/31/2024,1
CUST-0315,47,Female,Burlington VT,Research Scientist,Smart Watch,Pulse Elite,Health Monitoring,FitCore SaaS,5/31/2024,1
CUST-0337,38,Female,Concord NH,Patient / Consumer,Peripheral,Stylus Pro,Clinical Note-taking,NoteStream SaaS,5/31/2024,2
CUST-0249,80,Female,Hartford CT,Patient / Consumer,Tablet,Tab Pro 12,Telehealth Consult,TeleDoc Platform,5/31/2024,1
CUST-0380,24,Female,Hartford CT,Field Technician,Peripheral,Wireless Hub,Device Pairing,ClinicHub Pro,5/31/2024,2
CUST-0218,41,Female,Concord NH,Practice Manager,Tablet,Tab Pro 12,Clinical Documentation,TeleDoc Platform,6/1/2024,3
CUST-0403,42,Female,Burlington VT,Healthcare Professional,Tablet,Tab Pro 12,Clinical Documentation,ClinicalOS,6/1/2024,3
CUST-0197,33,Male,Worcester MA,Healthcare Professional,Tablet,Tab Pro 12,Clinical Documentation,EduHealth SaaS,6/1/2024,1
CUST-0173,29,Female,Worcester MA,Field Technician,Peripheral,Privacy Shield,Screen Privacy,SecureView SaaS,6/1/2024,1
CUST-0288,61,Female,Burlington VT,Patient / Consumer,Peripheral,Privacy Shield,Screen Privacy,ComplianceGuard,6/2/2024,1
CUST-0078,33,Prefer not to say,Springfield MA,Research Scientist,Peripheral,Privacy Shield,Secure Display,ComplianceGuard,6/2/2024,4
CUST-0346,44,Female,Bridgeport CT,Healthcare Professional,Peripheral,Stylus Pro,Clinical Note-taking,NoteStream SaaS,6/3/2024,1
CUST-0416,31,Male,Manchester NH,Clinical Administrator,Tablet,Tab Compact,Patient Intake,FieldOps SaaS,6/3/2024,2
CUST-0187,36,Male,Hartford CT,IT & Technology Staff,Smart Watch,Pulse Elite,Remote Patient Check-in,HealthSync Pro,6/3/2024,2
CUST-0096,28,Female,Bridgeport CT,Patient / Consumer,Tablet,Tab Studio,Data Visualisation,DiagnosticAI,6/3/2024,2
CUST-0164,30,Male,Portland ME,Clinical Administrator,Smart Watch,Pulse Sport,Activity Logging,FitCore SaaS,6/3/2024,2
CUST-0195,39,Female,Burlington VT,Clinical Administrator,Peripheral,Wireless Hub,Clinic Network,ClinicHub Pro,6/4/2024,3
CUST-0271,56,Female,Bridgeport CT,Healthcare Professional,Peripheral,Privacy Shield,Secure Display,SecureView SaaS,6/4/2024,1
CUST-0097,44,Female,Bridgeport CT,Healthcare Professional,Smart Watch,Pulse Elite,Health Monitoring,FitCore SaaS,6/4/2024,3
CUST-0228,34,Male,Bridgeport CT,Patient / Consumer,Tablet,Tab Compact,Field Data Entry,InvTrack Pro,6/4/2024,1
CUST-0310,48,Male,Worcester MA,Patient / Consumer,Peripheral,Wireless Hub,Clinic Network,ClinicHub Pro,6/4/2024,2
CUST-0330,43,Non-binary,Boston MA,Clinical Administrator,Smart Watch,Pulse Elite,Health Monitoring,HealthSync Pro,6/4/2024,1
CUST-0003,43,Female,Boston MA,Clinical Administrator,Smart Watch,Pulse Sport,Sleep Analysis,FitCore SaaS,6/4/2024,1
CUST-0068,68,Female,Manchester NH,Patient / Consumer,Peripheral,Wireless Hub,Device Pairing,MeshConnect SaaS,6/5/2024,3
CUST-0367,25,Female,Springfield MA,Student / Academic,Peripheral,Keyboard Fold,Administrative Tasks,TeleSetup Pro,6/5/2024,1
CUST-0353,39,Male,Concord NH,IT & Technology Staff,Tablet,Tab Pro 12,Telehealth Consult,TeleDoc Platform,6/5/2024,1
CUST-0241,36,Non-binary,Burlington VT,Practice Manager,Tablet,Tab Compact,Field Data Entry,IntakeFlow,6/6/2024,1
CUST-0060,40,Female,Springfield MA,IT & Technology Staff,Peripheral,Wireless Hub,Device Pairing,ClinicHub Pro,6/6/2024,4
CUST-0052,22,Male,Bridgeport CT,Student / Academic,Peripheral,BioSensor Band,Vitals Streaming,BioStream API,6/6/2024,1
